path,dataset,cap,model,seed,method,warmup,K,cls,count_raw,AP,precAtK,recAtK,n_uniq_score,frac_score_below_1e6,max_score,sat_epoch_raw,restored_from_raw,restore_kind,min_excess_raw,min_total_excess,last_c,eval_c,n_active_total,n_sat_total,dose_active,dose_sat,dose_frac,n_transitions,first_sat_c,peak_lambda,restored,unspent,is_tralo,traj_min_over_K,traj_max_over_K,traj_range_K,cum_excess_K,campaign,lr_c,AP_ce,precAtK_ce,dAP,dPrecK,over_unspent,abs_unspent
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,L50_G50,MobileNetV3,1,hounie_rcl,1,125,2,96,0.7869481365119021,0.888,0.444,644,0.455,1.0,2.0,13.0,fully_satisfied,2.0,0.0,29,13,26,3,10,3,0.7692307692307693,6,2.0,0.01187,1,0.232,0,,3.272,2.272,6.984,lrc1e-04_ceskip,0.0001,0.7580042313731934,0.88,0.028943905138708703,0.008000000000000007,0.232,0.232
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,L50_G50,MobileNetV3,2,hounie_rcl,1,125,2,113,0.8264072779293988,0.928,0.464,983,0.006,0.9984047,2.0,3.0,fully_satisfied,2.0,0.0,29,3,27,2,1,2,0.3333333333333333,2,2.0,0.009058,1,0.096,0,,1.048,0.048,0.048,lrc1e-04_ceskip,0.0001,0.8108231951833579,0.9199999999999999,0.01558408274604095,0.008000000000000118,0.096,0.096
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,L50_G50,MobileNetV3,3,hounie_rcl,1,125,2,86,0.7534063613721464,0.848,0.424,501,0.603,1.0,11.0,,nan,11.0,0.0,29,29,25,4,25,4,0.8620689655172413,7,11.0,0.008074,0,0.312,0,,2.776,1.776,14.032,lrc1e-04_ceskip,0.0001,0.8262172810605988,0.9293333333333333,-0.07281091968845232,-0.08133333333333337,0.312,0.312
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,L50_G50,MobileNetV3,4,hounie_rcl,1,125,2,64,0.8223765465515465,0.936,0.468,356,0.745,0.9999994,8.0,,nan,8.0,0.0,29,29,25,4,25,4,0.8620689655172413,5,8.0,0.011016,0,0.488,0,,2.776,1.776,16.928,lrc1e-04_ceskip,0.0001,0.72638479977456,0.8280000000000001,0.09599174677698641,0.10799999999999998,0.488,0.488
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_1,octmnist,L50_G50,MobileNetV3,1,tralo,1,125,2,98,0.7934946839136415,0.88,0.44,474,0.61,1.0,3.0,28.0,fully_satisfied,3.0,0.0,29,27,25,4,23,4,0.8518518518518519,8,2.0,0.05,1,0.216,1,0.424,1.944,1.52,1.84,lrc1e-04_ceskip,0.0001,0.7580042313731934,0.88,0.035490452540448136,0.0,0.216,0.216
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_2,octmnist,L50_G50,MobileNetV3,2,tralo,1,125,2,99,0.831209356597319,0.928,0.464,527,0.568,1.0,3.0,,nan,3.0,0.0,29,29,19,10,19,10,0.6551724137931034,9,2.0,0.05,0,0.208,1,0.376,1.44,1.064,0.616,lrc1e-04_ceskip,0.0001,0.8108231951833579,0.9199999999999999,0.0203861614139611,0.008000000000000118,0.208,0.208
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_3,octmnist,L50_G50,MobileNetV3,3,tralo,1,125,2,108,0.8145282858354329,0.896,0.448,549,0.56,1.0,8.0,26.0,fully_satisfied,8.0,0.0,29,25,24,5,20,5,0.8,10,7.0,0.06,1,0.136,1,0.856,1.888,1.032,2.992,lrc1e-04_ceskip,0.0001,0.8262172810605988,0.9293333333333333,-0.011688995225165866,-0.033333333333333326,0.136,0.136
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_4,octmnist,L50_G50,MobileNetV3,4,tralo,1,125,2,104,0.8088961517710282,0.904,0.452,416,0.67,1.0,5.0,,nan,5.0,0.0,29,29,25,4,25,4,0.8620689655172413,7,4.0,0.06,0,0.168,1,0.608,2.24,1.632,2.0,lrc1e-04_ceskip,0.0001,0.72638479977456,0.8280000000000001,0.0825113519964682,0.07599999999999996,0.168,0.168
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,L50_G50,MobileNetV3,1,fioretto_ldf,1,86,4,61,0.28715025236541913,0.45348837209302323,0.22807017543859648,1499,0.49625,0.9999987,1.0,,nan,1.0,0.0,29,29,28,1,28,1,0.9655172413793104,1,1.0,12.972226,0,0.29069767441860467,0,,6.395348837209302,5.395348837209302,52.46511627906977,lrc1e-04_ceskip,0.0001,0.39853999493550796,0.5557455540355678,-0.11138974257008882,-0.10225718194254457,0.29069767441860467,0.29069767441860467
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,L50_G50,MobileNetV3,2,fioretto_ldf,1,86,4,83,0.3616882355063031,0.5116279069767442,0.2573099415204678,1567,0.4666666666666667,0.99997616,11.0,23.0,fully_satisfied,11.0,0.0,29,23,27,2,21,2,0.9130434782608695,4,11.0,16.706546,1,0.03488372093023256,0,,8.767441860465116,7.767441860465116,60.16279069767442,lrc1e-04_ceskip,0.0001,0.38482688231431644,0.6065891472868217,-0.023138646808013363,-0.09496124031007747,0.03488372093023256,0.03488372093023256
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,L50_G50,MobileNetV3,3,fioretto_ldf,1,86,4,66,0.34349446917416493,0.45348837209302323,0.22807017543859648,1425,0.52125,0.9997844,1.0,19.0,fully_satisfied,1.0,0.0,29,19,24,5,14,5,0.7368421052631579,5,1.0,11.184887,1,0.23255813953488372,0,,9.279069767441861,8.279069767441861,27.13953488372093,lrc1e-04_ceskip,0.0001,0.411828463207173,0.5691974464204286,-0.06833399403300805,-0.11570907432740535,0.23255813953488372,0.23255813953488372
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,L50_G50,MobileNetV3,4,fioretto_ldf,1,86,4,77,0.3111756289946287,0.46511627906976744,0.23391812865497075,1886,0.3275,0.9999968,1.0,11.0,fully_satisfied,1.0,0.0,29,11,24,5,6,5,0.5454545454545454,3,1.0,11.050336,1,0.10465116279069768,0,,5.162790697674419,4.162790697674419,10.465116279069768,lrc1e-04_ceskip,0.0001,0.38274006452985887,0.4990880072959416,-0.07156443553523018,-0.03397172822617417,0.10465116279069768,0.10465116279069768
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,L50_G50,MobileNetV3,1,hounie_rcl,1,86,4,35,0.3954645792438441,0.4883720930232558,0.24561403508771928,2400,0.0,0.4245388,1.0,1.0,fully_satisfied,1.0,0.0,29,1,28,1,0,1,0.0,1,1.0,0.012732,1,0.5930232558139535,0,,1.0,0.0,0.0,lrc1e-04_ceskip,0.0001,0.39853999493550796,0.5557455540355678,-0.003075415691663863,-0.06737346101231201,0.5930232558139535,0.5930232558139535
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,L50_G50,MobileNetV3,2,hounie_rcl,1,86,4,81,0.337777312890084,0.46511627906976744,0.23391812865497075,1411,0.5316666666666666,0.99991846,,26.0,min_excess,26.0,2.0,29,26,29,0,26,0,1.0,0,,0.012818,1,0.05813953488372093,0,,6.209302325581396,5.186046511627907,63.02325581395349,lrc1e-04_ceskip,0.0001,0.38482688231431644,0.6065891472868217,-0.04704956942423244,-0.14147286821705424,0.05813953488372093,0.05813953488372093
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,L50_G50,MobileNetV3,3,hounie_rcl,1,86,4,54,0.231607236675273,0.3488372093023256,0.17543859649122806,1897,0.32875,0.99987125,1.0,14.0,fully_satisfied,1.0,0.0,29,14,23,6,8,6,0.5714285714285714,5,1.0,0.008757,1,0.37209302325581395,0,,9.023255813953488,8.023255813953488,20.372093023255815,lrc1e-04_ceskip,0.0001,0.411828463207173,0.5691974464204286,-0.18022122653189998,-0.220360237118103,0.37209302325581395,0.37209302325581395
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,L50_G50,MobileNetV3,4,hounie_rcl,1,86,4,85,0.27084350661726264,0.43023255813953487,0.21637426900584794,1865,0.3516666666666667,1.0,1.0,21.0,fully_satisfied,1.0,0.0,29,21,25,4,17,4,0.8095238095238095,3,1.0,0.009998,1,0.011627906976744186,0,,5.627906976744186,4.627906976744186,32.30232558139535,lrc1e-04_ceskip,0.0001,0.38274006452985887,0.4990880072959416,-0.11189655791259623,-0.06885544915640673,0.011627906976744186,0.011627906976744186
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,L50_G50,MobileNetV3,1,tralo,1,86,4,46,0.41318960123149534,0.5,0.25146198830409355,2364,0.059583333333333335,0.83171844,2.0,5.0,fully_satisfied,2.0,0.0,29,4,27,2,2,2,0.5,3,1.0,0.05,1,0.46511627906976744,1,0.4069767441860465,0.5348837209302325,0.12790697674418605,0.0,lrc1e-04_ceskip,0.0001,0.39853999493550796,0.5557455540355678,0.014649606295987383,-0.0557455540355678,0.46511627906976744,0.46511627906976744
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,L50_G50,MobileNetV3,2,tralo,1,86,4,58,0.42791533550486804,0.5930232558139535,0.2982456140350877,1248,0.6008333333333333,0.9999995,5.0,28.0,fully_satisfied,5.0,0.0,29,27,27,2,25,2,0.9259259259259259,4,4.0,0.06,1,0.32558139534883723,1,0.6744186046511628,3.488372093023256,2.813953488372093,6.232558139534884,lrc1e-04_ceskip,0.0001,0.38482688231431644,0.6065891472868217,0.0430884531905516,-0.01356589147286813,0.32558139534883723,0.32558139534883723
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,L50_G50,MobileNetV3,3,tralo,1,86,4,63,0.3976203801948647,0.5232558139534884,0.2631578947368421,2291,0.12458333333333334,0.9805222,2.0,,nan,2.0,0.0,4,4,0,4,0,4,0.0,0,1.0,0.05,0,0.26744186046511625,1,0.5813953488372093,0.8837209302325582,0.3023255813953488,0.0,lrc1e-04_ceskip,0.0001,0.411828463207173,0.5691974464204286,-0.014208083012308304,-0.04594163246694016,0.26744186046511625,0.26744186046511625
results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,L50_G50,MobileNetV3,4,tralo,1,86,4,68,0.3278875194271938,0.45348837209302323,0.22807017543859648,1700,0.4325,0.99999905,2.0,15.0,fully_satisfied,2.0,0.0,29,14,24,5,9,5,0.6428571428571429,3,1.0,0.05,1,0.20930232558139536,1,0.29069767441860467,1.1744186046511629,0.8837209302325582,0.1744186046511628,lrc1e-04_ceskip,0.0001,0.38274006452985887,0.4990880072959416,-0.05485254510266507,-0.045599635202918376,0.20930232558139536,0.20930232558139536
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_1,dermmnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,67,4,21,0.5673747534459136,0.835820895522388,0.25112107623318386,1987,0.03544682975536695,0.9999559,17.0,,nan,17.0,0.0,21,21,16,5,16,5,0.7619047619047619,1,17.0,9.217104,0,0.6865671641791045,0,,6.611940298507463,5.611940298507463,50.149253731343286,lrc1e-04_ceskip,0.0001,0.7013511596879296,0.8674040511727079,-0.133976406242016,-0.03158315565031988,0.6865671641791045,0.6865671641791045
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_2,dermmnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,67,4,51,0.5571203326042151,0.7761194029850746,0.23318385650224216,1990,0.029955067398901646,0.9999887,15.0,,nan,15.0,0.0,19,19,14,5,14,5,0.7368421052631579,1,15.0,7.436964,0,0.23880597014925373,0,,6.2835820895522385,5.2835820895522385,39.37313432835821,lrc1e-04_ceskip,0.0001,0.640130894062552,0.7973747334754797,-0.08301056145833685,-0.021255330490405067,0.23880597014925373,0.23880597014925373
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_3,dermmnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,67,4,51,0.6063083218708846,0.9104477611940298,0.273542600896861,1970,0.05591612581128307,0.9999888,16.0,,nan,16.0,0.0,20,20,15,5,15,5,0.75,1,16.0,9.420796,0,0.23880597014925373,0,,8.164179104477611,7.164179104477612,52.80597014925373,lrc1e-04_ceskip,0.0001,0.7020126218145958,0.8376199360341151,-0.09570429994371121,0.0728278251599147,0.23880597014925373,0.23880597014925373
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_4,dermmnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,67,4,52,0.5004014913308018,0.7313432835820896,0.21973094170403587,1986,0.022466300549176237,0.99998,,,nan,16.0,2.0,29,29,29,0,29,0,1.0,0,,8.068637,0,0.22388059701492538,0,,5.537313432835821,4.507462686567164,43.40298507462686,lrc1e-04_ceskip,0.0001,0.7005271208528738,0.8510127931769722,-0.20012562952207202,-0.11966950959488265,0.22388059701492538,0.22388059701492538
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_1,dermmnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,67,4,16,0.5090260122722069,0.8208955223880597,0.24663677130044842,1915,0.127309036445332,0.9998857,27.0,,nan,27.0,0.0,29,29,26,3,26,3,0.896551724137931,1,27.0,0.015795,0,0.7611940298507462,0,,7.059701492537314,6.059701492537314,90.11940298507463,lrc1e-04_ceskip,0.0001,0.7013511596879296,0.8674040511727079,-0.1923251474157227,-0.04650852878464817,0.7611940298507462,0.7611940298507462
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_2,dermmnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,67,4,5,0.36470269415610734,0.4925373134328358,0.14798206278026907,1902,0.15776335496754867,0.9754242,21.0,,nan,21.0,0.0,25,25,20,5,20,5,0.8,1,21.0,0.010066,0,0.9253731343283582,0,,5.358208955223881,4.358208955223881,54.656716417910445,lrc1e-04_ceskip,0.0001,0.640130894062552,0.7973747334754797,-0.2754281999064446,-0.3048374200426439,0.9253731343283582,0.9253731343283582
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_3,dermmnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,67,4,8,0.37381258850952215,0.6119402985074627,0.18385650224215247,1990,0.025961058412381426,0.995998,17.0,,nan,17.0,0.0,21,21,16,5,16,5,0.7619047619047619,1,17.0,0.008937,0,0.8805970149253731,0,,8.164179104477611,7.164179104477612,50.19402985074627,lrc1e-04_ceskip,0.0001,0.7020126218145958,0.8376199360341151,-0.32820003330507364,-0.22567963752665243,0.8805970149253731,0.8805970149253731
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_4,dermmnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,67,4,9,0.34403368993858147,0.6417910447761194,0.19282511210762332,1950,0.04143784323514728,0.9993585,22.0,,nan,22.0,0.0,26,26,21,5,21,5,0.8076923076923077,1,22.0,0.0113,0,0.8656716417910447,0,,5.865671641791045,4.865671641791045,61.97014925373134,lrc1e-04_ceskip,0.0001,0.7005271208528738,0.8510127931769722,-0.35649343091429236,-0.20922174840085284,0.8656716417910447,0.8656716417910447
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1,dermmnist,L30_G30,RegNetY400MF,1,tralo,1,67,4,0,0.17737514090634462,0.26865671641791045,0.08071748878923767,1729,0.3195207189216176,0.16984281,24.0,,nan,24.0,0.0,29,29,24,5,24,5,0.8275862068965517,3,23.0,0.09,0,1.0,1,0.0,3.3582089552238807,3.3582089552238807,10.149253731343284,lrc1e-04_ceskip,0.0001,0.7013511596879296,0.8674040511727079,-0.523976018781585,-0.5987473347547975,1.0,1.0
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2,dermmnist,L30_G30,RegNetY400MF,2,tralo,1,67,4,0,0.15933346851698235,0.208955223880597,0.06278026905829596,2000,0.0,0.012369844,18.0,,nan,18.0,0.0,27,27,21,6,21,6,0.7777777777777778,3,17.0,0.08,0,1.0,1,0.0,20.597014925373134,20.597014925373134,25.582089552238806,lrc1e-04_ceskip,0.0001,0.640130894062552,0.7973747334754797,-0.4807974255455696,-0.5884195095948828,1.0,1.0
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3,dermmnist,L30_G30,RegNetY400MF,3,tralo,1,67,4,26,0.20848711562436573,0.26865671641791045,0.08071748878923767,2002,0.0,0.49806187,17.0,,nan,17.0,0.0,27,27,21,6,21,6,0.7777777777777778,3,16.0,0.08,0,0.6119402985074627,1,0.0,27.925373134328357,27.925373134328357,35.08955223880597,lrc1e-04_ceskip,0.0001,0.7020126218145958,0.8376199360341151,-0.49352550619023006,-0.5689632196162047,0.6119402985074627,0.6119402985074627
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4,dermmnist,L30_G30,RegNetY400MF,4,tralo,1,67,4,6,0.1521288247990791,0.14925373134328357,0.04484304932735426,2002,0.0,0.81820834,18.0,,nan,18.0,0.0,24,24,18,6,18,6,0.75,3,17.0,0.08,0,0.9104477611940298,1,0.029850746268656716,18.895522388059703,18.865671641791046,23.388059701492537,lrc1e-04_ceskip,0.0001,0.7005271208528738,0.8510127931769722,-0.5483982960537948,-0.7017590618336886,0.9104477611940298,0.9104477611940298
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,75,2,125,0.6941591535566026,0.8666666666666667,0.26,975,0.087,0.999979,,15.0,min_excess,15.0,99.0,29,15,29,0,15,0,1.0,0,,15.7655,1,-0.6666666666666666,0,,5.013333333333334,2.6933333333333334,43.08,lrc1e-04_ceskip,0.0001,0.7130774306587018,0.8173333333333334,-0.018918277102099146,0.04933333333333334,0.0,0.6666666666666666
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,75,2,57,0.6921825660756759,0.88,0.264,875,0.252,0.999944,29.0,,nan,29.0,0.0,29,29,28,1,28,1,0.9655172413793104,1,29.0,12.276099,0,0.24,0,,4.906666666666666,3.9066666666666667,62.53333333333333,lrc1e-04_ceskip,0.0001,0.754518911767582,0.8453333333333333,-0.06233634569190616,0.034666666666666734,0.24,0.24
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,75,2,106,0.7169548360754253,0.8666666666666667,0.26,983,0.0,0.99831855,,3.0,min_excess,3.0,61.0,29,3,29,0,3,0,1.0,0,,14.73422,1,-0.41333333333333333,0,,4.746666666666667,2.933333333333333,5.8,lrc1e-04_ceskip,0.0001,0.680427716868293,0.8306666666666667,0.036527119207132364,0.03600000000000003,0.0,0.41333333333333333
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,75,2,127,0.7420239925268304,0.88,0.264,980,0.001,0.9999354,,7.0,min_excess,7.0,103.0,29,7,29,0,7,0,1.0,0,,13.515015,1,-0.6933333333333334,0,,4.64,2.2666666666666666,19.48,lrc1e-04_ceskip,0.0001,0.7490056135725762,0.8573333333333333,-0.006981621045745845,0.022666666666666724,0.0,0.6933333333333334
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,75,2,107,0.7439418154228263,0.9066666666666666,0.272,914,0.172,0.99999917,,23.0,min_excess,23.0,63.0,29,23,29,0,23,0,1.0,0,,0.026427,1,-0.4266666666666667,0,,4.826666666666667,2.986666666666667,54.733333333333334,lrc1e-04_ceskip,0.0001,0.7130774306587018,0.8173333333333334,0.030864384764124564,0.08933333333333326,0.0,0.4266666666666667
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,75,2,108,0.7354033173452216,0.8666666666666667,0.26,980,0.002,0.9999815,,6.0,min_excess,6.0,65.0,29,6,29,0,6,0,1.0,0,,0.028363,1,-0.44,0,,4.56,2.6933333333333334,12.933333333333334,lrc1e-04_ceskip,0.0001,0.754518911767582,0.8453333333333333,-0.019115594422360438,0.021333333333333426,0.0,0.44
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,75,2,69,0.7309683404383006,0.8666666666666667,0.26,882,0.276,0.9999949,,,nan,29.0,63.0,29,29,29,0,29,0,1.0,0,,0.025368,0,0.08,0,,5.36,3.52,65.34666666666666,lrc1e-04_ceskip,0.0001,0.680427716868293,0.8306666666666667,0.05054062357000766,0.03600000000000003,0.08,0.08
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,75,2,94,0.7363880807584706,0.88,0.264,900,0.223,0.99997807,,,nan,7.0,67.0,29,29,29,0,29,0,1.0,0,,0.028196,0,-0.25333333333333335,0,,5.333333333333333,3.44,74.36,lrc1e-04_ceskip,0.0001,0.7490056135725762,0.8573333333333333,-0.012617532814105603,0.022666666666666724,0.0,0.25333333333333335
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,octmnist,L30_G30,RegNetY400MF,1,tralo,1,75,2,121,0.7520266239331184,0.92,0.276,916,0.169,0.9999877,,24.0,min_excess,24.0,91.0,29,23,29,0,23,0,1.0,0,,0.11,1,-0.6133333333333333,1,1.8666666666666667,2.84,0.9733333333333334,6.546666666666667,lrc1e-04_ceskip,0.0001,0.7130774306587018,0.8173333333333334,0.038949193274416594,0.10266666666666668,0.0,0.6133333333333333
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,octmnist,L30_G30,RegNetY400MF,2,tralo,1,75,2,124,0.7160146073244622,0.8666666666666667,0.26,915,0.22,0.9999999,,29.0,min_excess,29.0,97.0,29,28,29,0,28,0,1.0,0,,0.11,1,-0.6533333333333333,1,1.72,3.2133333333333334,1.4933333333333334,7.68,lrc1e-04_ceskip,0.0001,0.754518911767582,0.8453333333333333,-0.03850430444311981,0.021333333333333426,0.0,0.6533333333333333
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,octmnist,L30_G30,RegNetY400MF,3,tralo,1,75,2,126,0.7009144846064651,0.8266666666666667,0.248,925,0.209,0.99999976,,,nan,10.0,101.0,29,29,29,0,29,0,1.0,0,,0.11,0,-0.68,1,1.68,2.9466666666666668,1.2666666666666666,8.866666666666667,lrc1e-04_ceskip,0.0001,0.680427716868293,0.8306666666666667,0.02048676773817215,-0.0040000000000000036,0.0,0.68
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,octmnist,L30_G30,RegNetY400MF,4,tralo,1,75,2,89,0.7363577678094129,0.88,0.264,980,0.008,0.99959165,,8.0,min_excess,8.0,27.0,29,7,29,0,7,0,1.0,0,,0.11,1,-0.18666666666666668,1,2.4,2.506666666666667,0.10666666666666667,2.9066666666666667,lrc1e-04_ceskip,0.0001,0.7490056135725762,0.8573333333333333,-0.012647845763163357,0.022666666666666724,0.0,0.18666666666666668
results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,51,4,74,0.36602478743763034,0.5294117647058824,0.15789473684210525,2400,0.0,0.9671545,,5.0,min_excess,5.0,46.0,29,5,29,0,5,0,1.0,0,,21.250313,1,-0.45098039215686275,0,,7.549019607843137,5.647058823529412,23.215686274509803,lrc1e-04_ceskip,0.0001,0.3815545842815669,0.5637254901960784,-0.015529796843936572,-0.03431372549019607,0.0,0.45098039215686275
