exp_category,exp_path,model_name,constraint_local,constraint_global,learning_rate,batch_size,epochs,warmup_epochs,lambda_global_init,lambda_local_init,lambda_step,lambda_strategy,constraint_threshold,convergence_window,convergence_required,hidden_dims,dropout,status,used_cached_model,training_time,accuracy,precision_macro,recall_macro,f1_macro,precision_dropout,recall_dropout,f1_dropout,precision_enrolled,recall_enrolled,f1_enrolled,precision_graduate,recall_graduate,f1_graduate
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_transfer,FTTransformer,0.9,0.8,0.0001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0010008811950683594,0.7579,0.7194,0.6778,0.6912,,,,,,,,,
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_balanced,FTTransformer,0.9,0.8,0.0005,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0009989738464355469,0.7534,0.7136,0.6731,0.686,,,,,,,,,
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_combined,FTTransformer,0.9,0.8,0.0005,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0015039443969726562,0.7534,0.7136,0.6731,0.686,,,,,,,,,
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_linear,FTTransformer,0.9,0.8,0.0005,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0010001659393310547,0.7534,0.7136,0.6731,0.686,,,,,,,,,
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_transfer,FTTransformer,0.9,0.8,0.0005,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0,0.7534,0.7136,0.6731,0.686,,,,,,,,,
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_balanced,FTTransformer,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0,0.7466,0.7195,0.6749,0.6898,,,,,,,,,
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_combined,FTTransformer,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0,0.7466,0.7195,0.6749,0.6898,,,,,,,,,
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_linear,FTTransformer,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0010004043579101562,0.7466,0.7195,0.6749,0.6898,,,,,,,,,
heuristic,results/heuristic/FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_transfer,FTTransformer,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0009989738464355469,0.7466,0.7195,0.6749,0.6898,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_5e-05_lambda_balanced,TabularResNet,0.5,0.3,5e-05,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0015032291412353516,0.6176,0.7129,0.485,0.4847,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_5e-05_lambda_combined,TabularResNet,0.5,0.3,5e-05,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0,0.6176,0.7129,0.485,0.4847,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_5e-05_lambda_linear,TabularResNet,0.5,0.3,5e-05,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0009999275207519531,0.6176,0.7129,0.485,0.4847,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_5e-05_lambda_transfer,TabularResNet,0.5,0.3,5e-05,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0009996891021728516,0.6176,0.7129,0.485,0.4847,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.0001_lambda_balanced,TabularResNet,0.5,0.3,0.0001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0009987354278564453,0.6267,0.7555,0.4991,0.5052,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.0001_lambda_combined,TabularResNet,0.5,0.3,0.0001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0,0.6267,0.7555,0.4991,0.5052,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.0001_lambda_linear,TabularResNet,0.5,0.3,0.0001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0009999275207519531,0.6267,0.7555,0.4991,0.5052,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.0001_lambda_transfer,TabularResNet,0.5,0.3,0.0001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0010752677917480469,0.6267,0.7555,0.4991,0.5052,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.0005_lambda_balanced,TabularResNet,0.5,0.3,0.0005,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0010042190551757812,0.6086,0.7025,0.4781,0.4777,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.0005_lambda_combined,TabularResNet,0.5,0.3,0.0005,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0009996891021728516,0.6086,0.7025,0.4781,0.4777,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.0005_lambda_linear,TabularResNet,0.5,0.3,0.0005,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0009996891021728516,0.6086,0.7025,0.4781,0.4777,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.0005_lambda_transfer,TabularResNet,0.5,0.3,0.0005,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0015032291412353516,0.6086,0.7025,0.4781,0.4777,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.001_lambda_balanced,TabularResNet,0.5,0.3,0.001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0020799636840820312,0.5973,0.6713,0.4662,0.4618,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.001_lambda_combined,TabularResNet,0.5,0.3,0.001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.001001596450805664,0.5973,0.6713,0.4662,0.4618,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.001_lambda_linear,TabularResNet,0.5,0.3,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0010008811950683594,0.5973,0.6713,0.4662,0.4618,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.5_0.3/lr_lambda_test/lr_0.001_lambda_transfer,TabularResNet,0.5,0.3,0.001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0009992122650146484,0.5973,0.6713,0.4662,0.4618,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_5e-05_lambda_balanced,TabularResNet,0.8,0.2,5e-05,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0010004043579101562,0.5747,0.6915,0.4302,0.4038,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_5e-05_lambda_combined,TabularResNet,0.8,0.2,5e-05,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5747,0.6915,0.4302,0.4038,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_5e-05_lambda_linear,TabularResNet,0.8,0.2,5e-05,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0009996891021728516,0.5747,0.6915,0.4302,0.4038,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_5e-05_lambda_transfer,TabularResNet,0.8,0.2,5e-05,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5747,0.6915,0.4302,0.4038,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.0001_lambda_balanced,TabularResNet,0.8,0.2,0.0001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5882,0.7676,0.4482,0.431,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.0001_lambda_combined,TabularResNet,0.8,0.2,0.0001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5882,0.7676,0.4482,0.431,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.0001_lambda_linear,TabularResNet,0.8,0.2,0.0001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5882,0.7676,0.4482,0.431,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.0001_lambda_transfer,TabularResNet,0.8,0.2,0.0001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5882,0.7676,0.4482,0.431,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.0005_lambda_balanced,TabularResNet,0.8,0.2,0.0005,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5679,0.6801,0.4238,0.3975,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.0005_lambda_combined,TabularResNet,0.8,0.2,0.0005,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5679,0.6801,0.4238,0.3975,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.0005_lambda_linear,TabularResNet,0.8,0.2,0.0005,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0009999275207519531,0.5679,0.6801,0.4238,0.3975,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.0005_lambda_transfer,TabularResNet,0.8,0.2,0.0005,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0015041828155517578,0.5679,0.6801,0.4238,0.3975,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.001_lambda_balanced,TabularResNet,0.8,0.2,0.001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0009992122650146484,0.5588,0.6435,0.4152,0.3847,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.001_lambda_combined,TabularResNet,0.8,0.2,0.001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5588,0.6435,0.4152,0.3847,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.001_lambda_linear,TabularResNet,0.8,0.2,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0,0.5588,0.6435,0.4152,0.3847,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.8_0.2/lr_lambda_test/lr_0.001_lambda_transfer,TabularResNet,0.8,0.2,0.001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0010044574737548828,0.5588,0.6435,0.4152,0.3847,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_balanced,TabularResNet,0.9,0.8,5e-05,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0009996891021728516,0.7353,0.6847,0.6496,0.6601,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_combined,TabularResNet,0.9,0.8,5e-05,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0009992122650146484,0.7353,0.6847,0.6496,0.6601,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_linear,TabularResNet,0.9,0.8,5e-05,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0,0.7353,0.6847,0.6496,0.6601,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_transfer,TabularResNet,0.9,0.8,5e-05,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0010004043579101562,0.7353,0.6847,0.6496,0.6601,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_balanced,TabularResNet,0.9,0.8,0.0001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0,0.7489,0.7094,0.6693,0.682,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_combined,TabularResNet,0.9,0.8,0.0001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,pending,,,,,,,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_linear,TabularResNet,0.9,0.8,0.0001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0,0.7489,0.7094,0.6693,0.682,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_transfer,TabularResNet,0.9,0.8,0.0001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0010006427764892578,0.7489,0.7094,0.6693,0.682,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_balanced,TabularResNet,0.9,0.8,0.0005,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.001001596450805664,0.7398,0.6946,0.657,0.6687,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_combined,TabularResNet,0.9,0.8,0.0005,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0,0.7398,0.6946,0.657,0.6687,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_linear,TabularResNet,0.9,0.8,0.0005,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0010037422180175781,0.7398,0.6946,0.657,0.6687,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_transfer,TabularResNet,0.9,0.8,0.0005,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0009999275207519531,0.7398,0.6946,0.657,0.6687,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_balanced,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,,0.0010063648223876953,0.7262,0.6823,0.6442,0.6562,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_combined,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,,0.0009999275207519531,0.7262,0.6823,0.6442,0.6562,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_linear,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,,0.0,0.7262,0.6823,0.6442,0.6562,,,,,,,,,
heuristic,results/heuristic/TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_transfer,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,,0.0010039806365966797,0.7262,0.6823,0.6442,0.6562,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_10_5,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,10.0,5.0,"[128, 64]",0.3,completed,True,69.27406620979309,0.724,0.6824,0.6099,0.6214,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_10_7,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,10.0,7.0,"[128, 64]",0.3,completed,True,78.48398232460022,0.7081,0.6542,0.5933,0.6024,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_1_1,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,1.0,1.0,"[128, 64]",0.3,completed,True,48.96903991699219,0.7217,0.6625,0.609,0.6174,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_20_12,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,20.0,12.0,"[128, 64]",0.3,completed,True,80.52911162376404,0.7081,0.6601,0.5995,0.6104,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_20_14,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,20.0,14.0,"[128, 64]",0.3,completed,True,103.58734393119812,0.7081,0.6607,0.6047,0.6161,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_20_15,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,20.0,15.0,"[128, 64]",0.3,completed,True,79.28091287612915,0.7059,0.6581,0.5917,0.6017,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_30_20,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,30.0,20.0,"[128, 64]",0.3,completed,True,117.00649404525757,0.7036,0.6511,0.5913,0.6007,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_30_24,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,30.0,24.0,"[128, 64]",0.3,completed,True,164.7342014312744,0.7127,0.6564,0.5979,0.6064,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_30_27,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,30.0,27.0,"[128, 64]",0.3,completed,True,258.06041741371155,0.7014,0.6464,0.5835,0.5913,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_5_2,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,5.0,2.0,"[128, 64]",0.3,completed,True,37.880348205566406,0.6968,0.6294,0.5767,0.5824,,,,,,,,,
longer_saturation,results/longer_saturation/TabularResNet/constraint_0.9_0.8/convergence_test/conv_5_5,TabularResNet,0.9,0.8,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,5.0,5.0,"[128, 64]",0.3,completed,True,116.78643798828125,0.7081,0.6519,0.5968,0.6062,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_5e-05_lambda_balanced,BasicNN,0.5,0.3,5e-05,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,False,767.4076414108276,0.5724,0.5614,0.4103,0.3609,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_5e-05_lambda_combined,BasicNN,0.5,0.3,5e-05,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,False,759.5597007274628,0.5679,0.5771,0.4083,0.3621,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_5e-05_lambda_linear,BasicNN,0.5,0.3,5e-05,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,False,881.0334820747375,0.5747,0.601,0.4145,0.3704,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_5e-05_lambda_transfer,BasicNN,0.5,0.3,5e-05,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,False,1497.931958913803,0.5588,0.5664,0.3962,0.3403,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.0001_lambda_balanced,BasicNN,0.5,0.3,0.0001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,False,651.8940637111664,0.5814,0.5447,0.4216,0.3802,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.0001_lambda_combined,BasicNN,0.5,0.3,0.0001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,False,632.696525812149,0.5701,0.6046,0.408,0.3577,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.0001_lambda_linear,BasicNN,0.5,0.3,0.0001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,False,764.5973558425903,0.5701,0.5687,0.4098,0.3629,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.0001_lambda_transfer,BasicNN,0.5,0.3,0.0001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,False,592.0494568347931,0.5792,0.4906,0.4163,0.3684,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.0005_lambda_balanced,BasicNN,0.5,0.3,0.0005,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,False,311.78123712539673,0.6041,0.5799,0.4451,0.4114,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.0005_lambda_combined,BasicNN,0.5,0.3,0.0005,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,False,237.76036977767944,0.6018,0.6002,0.4454,0.4156,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.0005_lambda_linear,BasicNN,0.5,0.3,0.0005,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,False,293.65542793273926,0.5973,0.5741,0.438,0.4036,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.0005_lambda_transfer,BasicNN,0.5,0.3,0.0005,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,False,243.55250024795532,0.6154,0.8176,0.4549,0.4194,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.001_lambda_balanced,BasicNN,0.5,0.3,0.001,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,False,172.05789828300476,0.5724,0.5545,0.4112,0.363,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.001_lambda_combined,BasicNN,0.5,0.3,0.001,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,False,255.23608493804932,0.5611,0.6132,0.4023,0.3525,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.001_lambda_linear,BasicNN,0.5,0.3,0.001,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,False,201.13335704803467,0.5928,0.5884,0.4352,0.4005,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.5_0.3/lr_lambda_test/lr_0.001_lambda_transfer,BasicNN,0.5,0.3,0.001,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,False,202.3249535560608,0.5566,0.5862,0.3939,0.3356,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.8_0.2/lr_lambda_test/lr_5e-05_lambda_balanced,BasicNN,0.8,0.2,5e-05,64,1000,50,0.1,0.1,0.005,balanced,0.02,,,"[128, 64]",0.3,completed,False,1386.2517285346985,0.6742,0.4972,0.5149,0.4801,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.8_0.2/lr_lambda_test/lr_5e-05_lambda_combined,BasicNN,0.8,0.2,5e-05,64,1000,50,0.1,0.1,0.005,combined,0.02,,,"[128, 64]",0.3,completed,False,1388.9068377017975,0.638,0.4815,0.4765,0.4393,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.8_0.2/lr_lambda_test/lr_5e-05_lambda_linear,BasicNN,0.8,0.2,5e-05,64,1000,50,0.1,0.1,0.005,linear,0.02,,,"[128, 64]",0.3,completed,False,1395.665504693985,0.6109,0.4825,0.4484,0.4077,,,,,,,,,
our_approach,results/our_approach/BasicNN/constraint_0.8_0.2/lr_lambda_test/lr_5e-05_lambda_transfer,BasicNN,0.8,0.2,5e-05,64,1000,50,0.1,0.1,0.005,transfer,0.02,,,"[128, 64]",0.3,completed,False,1386.8356928825378,0.5747,0.4792,0.4108,0.3583,,,,,,,,,
